"","meas_nu","station_number","station_name","date","W","Q","country"
"Flögubrú II.16","1095","V316","Flögubrú II",2008-06-29,14.8,19.4,"iceland"
"Flögubrú II.17","1096","V316","Flögubrú II",2008-08-25,12.38,8.1,"iceland"
"Flögubrú II.18","1097","V316","Flögubrú II",2009-05-05,16.3,29.6,"iceland"
"Flögubrú II.19","1098","V316","Flögubrú II",2009-07-23,12.8,9.5,"iceland"
"Flögubrú II.20","1099","V316","Flögubrú II",2009-10-27,13.25,11.2,"iceland"
"Flögubrú II.21","1100","V316","Flögubrú II",2010-06-09,14.7,19.1,"iceland"
"Flögubrú II.22","1101","V316","Flögubrú II",2010-07-26,12.83,9.3,"iceland"
"Flögubrú II.23","1102","V316","Flögubrú II",2011-03-16,13.39,10.3,"iceland"
"Flögubrú II.24","1103","V316","Flögubrú II",2011-05-17,14.13,16.8,"iceland"
"Flögubrú II.25","1104","V316","Flögubrú II",2011-06-30,15.66,24.4,"iceland"
"Flögubrú II.26","1105","V316","Flögubrú II",2011-10-04,14.13,15.2,"iceland"
"Flögubrú II.27","1106","V316","Flögubrú II",2012-06-25,13,10.1,"iceland"
"Flögubrú II.28","1107","V316","Flögubrú II",2012-08-28,12.66,8.6,"iceland"
"Flögubrú II.29","1108","V316","Flögubrú II",2012-10-02,16.26,27.5,"iceland"
"Flögubrú II.30","1109","V316","Flögubrú II",2013-03-14,13.52,10.9,"iceland"
"Flögubrú II.31","1110","V316","Flögubrú II",2013-08-21,13.1,10.4,"iceland"
"Flögubrú II.32","1111","V316","Flögubrú II",2014-07-08,16.58,31.7,"iceland"
"Flögubrú II.33","1112","V316","Flögubrú II",2014-07-22,14.67,18.5,"iceland"
"Flögubrú II.34","1113","V316","Flögubrú II",2014-09-09,13.54,12.4,"iceland"
"Flögubrú II.35","1114","V316","Flögubrú II",2015-06-07,16.3,31.9,"iceland"
"Flögubrú II.36","1115","V316","Flögubrú II",2015-09-25,13.47,11.3,"iceland"
"Flögubrú II.37","1116","V316","Flögubrú II",2016-06-01,21.9,76.9,"iceland"
"Flögubrú II.38","1117","V316","Flögubrú II",2016-09-21,13.53,10.8,"iceland"
"Flögubrú II.39","1118","V316","Flögubrú II",2017-05-31,14.84,17.9,"iceland"
"Flögubrú II.40","1119","V316","Flögubrú II",2017-09-26,12.98,8.3,"iceland"
"Flögubrú II.41","1120","V316","Flögubrú II",2018-06-21,13.5,11.8,"iceland"
"Flögubrú II.42","1121","V316","Flögubrú II",2018-08-15,13.55,11.1,"iceland"
"Flögubrú II.43","1122","V316","Flögubrú II",2019-06-03,13.48,12.2,"iceland"
"Flögubrú II.44","1123","V316","Flögubrú II",2019-07-02,13,9.5,"iceland"
"Flögubrú II.45","1124","V316","Flögubrú II",2020-05-30,26.1,147,"iceland"
"Flögubrú II.46","1125","V316","Flögubrú II",2020-07-08,13.44,12.4,"iceland"
"Árbæjarfoss.1","1126","V321","Árbæjarfoss",1950-07-18,15.6,38.5,"iceland"
"Árbæjarfoss.2","1127","V321","Árbæjarfoss",1954-10-01,15.4,38.1,"iceland"
"Árbæjarfoss.3","1128","V321","Árbæjarfoss",1961-11-14,16.2,53.8,"iceland"
"Árbæjarfoss.4","1129","V321","Árbæjarfoss",1961-11-14,16.6,60.8,"iceland"
"Árbæjarfoss.5","1130","V321","Árbæjarfoss",1962-04-14,21.8,150,"iceland"
"Árbæjarfoss.6","1131","V321","Árbæjarfoss",1964-06-05,15,44,"iceland"
"Árbæjarfoss.7","1132","V321","Árbæjarfoss",1970-06-05,16.2,48.1,"iceland"
"Árbæjarfoss.8","1133","V321","Árbæjarfoss",1972-07-25,16.53,45,"iceland"
"Árbæjarfoss.9","1134","V321","Árbæjarfoss",1973-03-27,17.85,65.7,"iceland"
"Árbæjarfoss.10","1135","V321","Árbæjarfoss",1975-06-23,15.4,44.5,"iceland"
"Árbæjarfoss.11","1136","V321","Árbæjarfoss",1975-06-23,15.55,46.7,"iceland"
"Árbæjarfoss.12","1137","V321","Árbæjarfoss",1979-05-04,15.35,38.6,"iceland"
"Árbæjarfoss.13","1138","V321","Árbæjarfoss",1985-06-27,15.45,38.1,"iceland"
"Árbæjarfoss.14","1139","V321","Árbæjarfoss",1987-05-20,15.7,48.5,"iceland"
"Árbæjarfoss.15","1140","V321","Árbæjarfoss",1990-05-15,16.2,55.4,"iceland"
"Árbæjarfoss.16","1141","V321","Árbæjarfoss",1990-10-02,16.45,51.2,"iceland"
"Árbæjarfoss.17","1142","V321","Árbæjarfoss",1991-05-11,16.3,49.6,"iceland"
"Árbæjarfoss.18","1143","V321","Árbæjarfoss",1991-10-22,16.41,46.3,"iceland"
"Árbæjarfoss.19","1144","V321","Árbæjarfoss",1992-01-14,18.75,83,"iceland"
"Árbæjarfoss.20","1145","V321","Árbæjarfoss",1992-06-04,16.53,53.2,"iceland"
"Árbæjarfoss.21","1146","V321","Árbæjarfoss",1993-04-06,16.4,56.6,"iceland"
"Árbæjarfoss.22","1147","V321","Árbæjarfoss",1994-06-09,15.73,46.5,"iceland"
"Árbæjarfoss.23","1148","V321","Árbæjarfoss",1996-06-06,15.1,38.7,"iceland"
"Árbæjarfoss.24","1149","V321","Árbæjarfoss",1996-08-09,15.64,41.8,"iceland"
"Árbæjarfoss.25","1150","V321","Árbæjarfoss",1997-06-20,15.27,41,"iceland"
"Árbæjarfoss.26","1151","V321","Árbæjarfoss",1997-08-22,15.85,44,"iceland"
"Árbæjarfoss.27","1152","V321","Árbæjarfoss",1998-06-07,15.35,40.1,"iceland"
"Árbæjarfoss.28","1153","V321","Árbæjarfoss",1999-06-25,15.4,40,"iceland"
"Árbæjarfoss.29","1154","V321","Árbæjarfoss",1999-09-01,15.59,37.7,"iceland"
"Árbæjarfoss.30","1155","V321","Árbæjarfoss",2000-05-19,16.14,54,"iceland"
"Árbæjarfoss.31","1156","V321","Árbæjarfoss",2000-05-25,15.96,51.5,"iceland"
"Árbæjarfoss.32","1157","V321","Árbæjarfoss",2000-08-02,16.09,51.8,"iceland"
"Árbæjarfoss.33","1158","V321","Árbæjarfoss",2000-10-01,15.92,48.4,"iceland"
"Árbæjarfoss.34","1159","V321","Árbæjarfoss",2001-06-29,15.5,38.8,"iceland"
"Árbæjarfoss.35","1160","V321","Árbæjarfoss",2001-07-17,15.67,42.4,"iceland"
"Árbæjarfoss.36","1161","V321","Árbæjarfoss",2002-06-27,15.67,42.8,"iceland"
"Árbæjarfoss.37","1162","V321","Árbæjarfoss",2002-08-15,15.71,41.5,"iceland"
"Árbæjarfoss.38","1163","V321","Árbæjarfoss",2002-08-30,15.91,43.9,"iceland"
"Árbæjarfoss.39","1164","V321","Árbæjarfoss",2003-03-27,16.25,53.7,"iceland"
"Árbæjarfoss.40","1165","V321","Árbæjarfoss",2003-07-01,15.7,44.5,"iceland"
"Árbæjarfoss.41","1166","V321","Árbæjarfoss",2003-08-20,15.89,45,"iceland"
"Árbæjarfoss.42","1167","V321","Árbæjarfoss",2004-05-07,15.9,46,"iceland"
"Árbæjarfoss.43","1168","V321","Árbæjarfoss",2004-07-07,15.8,43,"iceland"
"Árbæjarfoss.44","1169","V321","Árbæjarfoss",2004-08-24,15.75,42.7,"iceland"
"Árbæjarfoss.45","1170","V321","Árbæjarfoss",2005-06-29,15.3,38.2,"iceland"
"Árbæjarfoss.46","1171","V321","Árbæjarfoss",2005-08-04,15.45,39.6,"iceland"
"Árbæjarfoss.47","1172","V321","Árbæjarfoss",2005-10-11,15.42,38,"iceland"
"Árbæjarfoss.48","1173","V321","Árbæjarfoss",2006-04-25,15.7,43.3,"iceland"
"Árbæjarfoss.49","1174","V321","Árbæjarfoss",2006-05-31,15.7,41.5,"iceland"
"Árbæjarfoss.50","1175","V321","Árbæjarfoss",2006-08-29,15.77,40.3,"iceland"
"Árbæjarfoss.51","1176","V321","Árbæjarfoss",2006-11-02,15.7,40.8,"iceland"
"Árbæjarfoss.52","1178","V321","Árbæjarfoss",2006-11-02,15.7,37.6,"iceland"
"Árbæjarfoss.53","1179","V321","Árbæjarfoss",2006-12-20,18.67,83.6,"iceland"
"Árbæjarfoss.54","1180","V321","Árbæjarfoss",2006-12-20,18.7,84.8,"iceland"
"Árbæjarfoss.55","1181","V321","Árbæjarfoss",2007-06-28,15.34,39.7,"iceland"
"Árbæjarfoss.56","1182","V321","Árbæjarfoss",2008-06-18,15.8,43.7,"iceland"
"Árbæjarfoss.57","1183","V321","Árbæjarfoss",2008-07-14,15.94,44.2,"iceland"
"Árbæjarfoss.58","1184","V321","Árbæjarfoss",2008-08-28,16,41.6,"iceland"
"Árbæjarfoss.59","1185","V321","Árbæjarfoss",2008-11-13,16.64,47.6,"iceland"
"Árbæjarfoss.60","1186","V321","Árbæjarfoss",2009-06-30,15.9,41.1,"iceland"
"Árbæjarfoss.61","1187","V321","Árbæjarfoss",2009-08-18,16,40.9,"iceland"
"Árbæjarfoss.62","1188","V321","Árbæjarfoss",2009-10-22,16.1,48.8,"iceland"
"Árbæjarfoss.63","1189","V321","Árbæjarfoss",2010-05-19,15.5,41.7,"iceland"
"Árbæjarfoss.64","1190","V321","Árbæjarfoss",2010-08-12,15.42,39.4,"iceland"
"Árbæjarfoss.65","1191","V321","Árbæjarfoss",2010-10-13,15.3,38.8,"iceland"
"Árbæjarfoss.66","1192","V321","Árbæjarfoss",2011-08-05,15.46,41.8,"iceland"
"Árbæjarfoss.67","1193","V321","Árbæjarfoss",2011-08-24,15.42,40,"iceland"
"Árbæjarfoss.68","1194","V321","Árbæjarfoss",2011-09-28,15.38,38.2,"iceland"
"Árbæjarfoss.69","1195","V321","Árbæjarfoss",2012-06-19,15.77,42.8,"iceland"
"Árbæjarfoss.70","1196","V321","Árbæjarfoss",2012-07-18,15.75,41.8,"iceland"
"Árbæjarfoss.71","1197","V321","Árbæjarfoss",2013-06-11,15.46,39.1,"iceland"
"Árbæjarfoss.72","1198","V321","Árbæjarfoss",2013-08-14,15.73,40.8,"iceland"
"Árbæjarfoss.73","1199","V321","Árbæjarfoss",2013-09-18,15.91,42.3,"iceland"
"Árbæjarfoss.74","1200","V321","Árbæjarfoss",2014-06-27,15.38,38.9,"iceland"
"Árbæjarfoss.75","1201","V321","Árbæjarfoss",2014-08-29,15.47,39,"iceland"
"Árbæjarfoss.76","1202","V321","Árbæjarfoss",2014-09-26,15.9,43.4,"iceland"
"Árbæjarfoss.77","1203","V321","Árbæjarfoss",2014-11-21,15.58,40,"iceland"
"Árbæjarfoss.78","1204","V321","Árbæjarfoss",2015-02-09,19.09,94.8,"iceland"
"Reyðarvatnsós.1","1265","V322","Reyðarvatnsós",2011-09-14,12.63,3.4,"iceland"
"Reyðarvatnsós.2","1236","V322","Reyðarvatnsós",2001-10-01,12.69,3.2,"iceland"
"Reyðarvatnsós.3","1227","V322","Reyðarvatnsós",1999-03-24,12.73,3.4,"iceland"
"Reyðarvatnsós.4","1261","V322","Reyðarvatnsós",2010-08-06,12.76,3.6,"iceland"
"Reyðarvatnsós.5","1226","V322","Reyðarvatnsós",1998-07-30,12.78,3.2,"iceland"
"Reyðarvatnsós.6","1225","V322","Reyðarvatnsós",1998-06-30,12.79,3.2,"iceland"
"Reyðarvatnsós.7","1264","V322","Reyðarvatnsós",2011-06-07,12.85,3.9,"iceland"
"Reyðarvatnsós.8","1253","V322","Reyðarvatnsós",2007-08-09,12.92,4.2,"iceland"
"Reyðarvatnsós.9","1262","V322","Reyðarvatnsós",2010-10-21,12.96,4,"iceland"
"Reyðarvatnsós.10","1267","V322","Reyðarvatnsós",2012-08-03,12.97,4.2,"iceland"
"Reyðarvatnsós.11","1223","V322","Reyðarvatnsós",1996-07-01,12.99,3.7,"iceland"
"Reyðarvatnsós.12","1260","V322","Reyðarvatnsós",2010-06-03,12.99,4.2,"iceland"
"Reyðarvatnsós.13","1224","V322","Reyðarvatnsós",1997-09-12,13,4,"iceland"
"Reyðarvatnsós.14","1234","V322","Reyðarvatnsós",2001-07-11,13.01,3.7,"iceland"
"Reyðarvatnsós.15","1278","V322","Reyðarvatnsós",2016-09-28,13.03,4,"iceland"
"Reyðarvatnsós.16","1279","V322","Reyðarvatnsós",2016-09-28,13.03,4.2,"iceland"
"Reyðarvatnsós.17","1248","V322","Reyðarvatnsós",2005-09-23,13.04,4,"iceland"
"Reyðarvatnsós.18","1241","V322","Reyðarvatnsós",2003-08-01,13.08,4.5,"iceland"
"Reyðarvatnsós.19","1281","V322","Reyðarvatnsós",2017-09-14,13.09,4.4,"iceland"
"Reyðarvatnsós.20","1216","V322","Reyðarvatnsós",1991-08-03,13.1,4.1,"iceland"
"Reyðarvatnsós.21","1238","V322","Reyðarvatnsós",2002-08-20,13.11,4.2,"iceland"
"Reyðarvatnsós.22","1246","V322","Reyðarvatnsós",2005-06-22,13.12,3.9,"iceland"
"Reyðarvatnsós.23","1276","V322","Reyðarvatnsós",2016-08-05,13.12,4.3,"iceland"
"Reyðarvatnsós.24","1285","V322","Reyðarvatnsós",2019-06-21,13.12,4.2,"iceland"
"Reyðarvatnsós.25","1240","V322","Reyðarvatnsós",2003-07-14,13.13,4.1,"iceland"
"Reyðarvatnsós.26","1277","V322","Reyðarvatnsós",2016-08-05,13.13,4.1,"iceland"
"Reyðarvatnsós.27","1286","V322","Reyðarvatnsós",2019-08-27,13.13,4.3,"iceland"
"Reyðarvatnsós.28","1272","V322","Reyðarvatnsós",2014-08-08,13.14,4,"iceland"
"Reyðarvatnsós.29","1214","V322","Reyðarvatnsós",1990-07-31,13.15,3.8,"iceland"
"Reyðarvatnsós.30","1229","V322","Reyðarvatnsós",1999-08-12,13.16,4.2,"iceland"
"Reyðarvatnsós.31","1256","V322","Reyðarvatnsós",2008-07-29,13.17,4.3,"iceland"
"Reyðarvatnsós.32","1259","V322","Reyðarvatnsós",2009-07-16,13.17,4.3,"iceland"
"Reyðarvatnsós.33","1222","V322","Reyðarvatnsós",1995-07-12,13.18,4.3,"iceland"
"Reyðarvatnsós.34","1233","V322","Reyðarvatnsós",2000-11-24,13.19,3.9,"iceland"
"Reyðarvatnsós.35","1274","V322","Reyðarvatnsós",2015-09-02,13.21,4.6,"iceland"
"Reyðarvatnsós.36","1247","V322","Reyðarvatnsós",2005-06-25,13.25,4.4,"iceland"
"Reyðarvatnsós.37","1235","V322","Reyðarvatnsós",2001-08-22,13.26,5,"iceland"
"Reyðarvatnsós.38","1255","V322","Reyðarvatnsós",2008-06-26,13.26,4.4,"iceland"
"Reyðarvatnsós.39","1268","V322","Reyðarvatnsós",2012-10-01,13.3,4.7,"iceland"
"Reyðarvatnsós.40","1221","V322","Reyðarvatnsós",1994-07-20,13.34,5.2,"iceland"
"Reyðarvatnsós.41","1232","V322","Reyðarvatnsós",2000-08-18,13.34,4.7,"iceland"
"Reyðarvatnsós.42","1249","V322","Reyðarvatnsós",2006-03-26,13.34,4.9,"iceland"
"Reyðarvatnsós.43","1270","V322","Reyðarvatnsós",2013-09-24,13.36,5.1,"iceland"
"Reyðarvatnsós.44","1242","V322","Reyðarvatnsós",2003-11-21,13.39,4.7,"iceland"
"Reyðarvatnsós.45","1244","V322","Reyðarvatnsós",2004-06-15,13.39,4.9,"iceland"
"Reyðarvatnsós.46","1284","V322","Reyðarvatnsós",2018-08-24,13.39,5.1,"iceland"
"Reyðarvatnsós.47","1266","V322","Reyðarvatnsós",2012-06-07,13.41,5.3,"iceland"
"Reyðarvatnsós.48","1228","V322","Reyðarvatnsós",1999-06-24,13.45,5.2,"iceland"
"Reyðarvatnsós.49","1252","V322","Reyðarvatnsós",2007-06-10,13.45,4.7,"iceland"
"Reyðarvatnsós.50","1217","V322","Reyðarvatnsós",1991-09-01,13.5,5.1,"iceland"
"Reyðarvatnsós.51","1271","V322","Reyðarvatnsós",2014-06-05,13.5,4.9,"iceland"
"Reyðarvatnsós.52","1257","V322","Reyðarvatnsós",2008-10-29,13.55,5,"iceland"
"Reyðarvatnsós.53","1239","V322","Reyðarvatnsós",2002-09-14,13.59,5.3,"iceland"
"Reyðarvatnsós.54","1245","V322","Reyðarvatnsós",2004-09-26,13.59,6,"iceland"
"Reyðarvatnsós.55","1287","V322","Reyðarvatnsós",2020-06-10,13.59,5,"iceland"
"Reyðarvatnsós.56","1250","V322","Reyðarvatnsós",2006-07-19,13.6,5,"iceland"
"Reyðarvatnsós.57","1275","V322","Reyðarvatnsós",2016-04-15,13.6,6.3,"iceland"
"Reyðarvatnsós.58","1220","V322","Reyðarvatnsós",1993-08-07,13.62,5.2,"iceland"
"Reyðarvatnsós.59","1215","V322","Reyðarvatnsós",1991-06-02,13.73,5.8,"iceland"
"Reyðarvatnsós.60","1280","V322","Reyðarvatnsós",2017-05-31,13.73,6.1,"iceland"
"Reyðarvatnsós.61","1243","V322","Reyðarvatnsós",2004-04-19,13.74,5.5,"iceland"
"Reyðarvatnsós.62","1231","V322","Reyðarvatnsós",2000-06-22,13.75,6.2,"iceland"
"Reyðarvatnsós.63","1288","V322","Reyðarvatnsós",2020-09-23,13.75,5.5,"iceland"
"Reyðarvatnsós.64","1269","V322","Reyðarvatnsós",2013-09-04,13.82,6.3,"iceland"
"Reyðarvatnsós.65","1273","V322","Reyðarvatnsós",2015-06-03,13.97,6.6,"iceland"
"Reyðarvatnsós.66","1254","V322","Reyðarvatnsós",2007-10-09,14.03,6.8,"iceland"
"Reyðarvatnsós.67","1230","V322","Reyðarvatnsós",2000-05-26,14.28,7.5,"iceland"
"Reyðarvatnsós.68","1251","V322","Reyðarvatnsós",2007-03-28,14.28,7.8,"iceland"
"Reyðarvatnsós.69","1218","V322","Reyðarvatnsós",1992-06-15,14.4,7.3,"iceland"
"Reyðarvatnsós.70","1283","V322","Reyðarvatnsós",2018-05-31,14.54,8.4,"iceland"
"Reyðarvatnsós.71","1219","V322","Reyðarvatnsós",1993-06-10,14.6,8.3,"iceland"
"Reyðarvatnsós.72","1258","V322","Reyðarvatnsós",2009-03-20,15.95,13.2,"iceland"
"Reyðarvatnsós.73","1263","V322","Reyðarvatnsós",2011-05-05,17.04,16.5,"iceland"
"ofan Ullarfossbrúar.1","1296","V324","ofan Ullarfossbrúar",1991-05-28,15.15,21,"iceland"
"ofan Ullarfossbrúar.2","1297","V324","ofan Ullarfossbrúar",1993-07-30,15.4,23,"iceland"
"ofan Ullarfossbrúar.3","1298","V324","ofan Ullarfossbrúar",1994-06-09,15.25,21.9,"iceland"
"ofan Ullarfossbrúar.4","1299","V324","ofan Ullarfossbrúar",1995-06-18,16.4,26.9,"iceland"
"ofan Ullarfossbrúar.5","1300","V324","ofan Ullarfossbrúar",1996-05-18,15.34,22.4,"iceland"
"ofan Ullarfossbrúar.6","1301","V324","ofan Ullarfossbrúar",1996-08-31,15.25,20.9,"iceland"
"ofan Ullarfossbrúar.7","1302","V324","ofan Ullarfossbrúar",1997-06-06,14.95,19.7,"iceland"
"ofan Ullarfossbrúar.8","1303","V324","ofan Ullarfossbrúar",1997-11-08,14.83,18,"iceland"
"ofan Ullarfossbrúar.9","1304","V324","ofan Ullarfossbrúar",1997-11-08,14.83,18.1,"iceland"
"ofan Ullarfossbrúar.10","1305","V324","ofan Ullarfossbrúar",1998-06-26,14.74,18.5,"iceland"
"ofan Ullarfossbrúar.11","1306","V324","ofan Ullarfossbrúar",1999-08-18,15.55,22.8,"iceland"
"ofan Ullarfossbrúar.12","1307","V324","ofan Ullarfossbrúar",1999-11-13,15.9,23.6,"iceland"
"ofan Ullarfossbrúar.13","1308","V324","ofan Ullarfossbrúar",2000-04-10,15.7,22.7,"iceland"
"ofan Ullarfossbrúar.14","1309","V324","ofan Ullarfossbrúar",2000-06-08,15.21,21.4,"iceland"
"ofan Ullarfossbrúar.15","1310","V324","ofan Ullarfossbrúar",2001-06-09,15.53,22.8,"iceland"
"ofan Ullarfossbrúar.16","1311","V324","ofan Ullarfossbrúar",2001-10-02,15.72,22.3,"iceland"
"ofan Ullarfossbrúar.17","1312","V324","ofan Ullarfossbrúar",2002-04-22,15.87,23.5,"iceland"
"ofan Ullarfossbrúar.18","1313","V324","ofan Ullarfossbrúar",2002-06-09,15.7,22.7,"iceland"
"ofan Ullarfossbrúar.19","1314","V324","ofan Ullarfossbrúar",2002-09-28,15.72,21.7,"iceland"
"ofan Ullarfossbrúar.20","1315","V324","ofan Ullarfossbrúar",2003-04-07,15.25,21.2,"iceland"
"ofan Ullarfossbrúar.21","1316","V324","ofan Ullarfossbrúar",2003-07-18,15.42,20.7,"iceland"
"ofan Ullarfossbrúar.22","1317","V324","ofan Ullarfossbrúar",2003-10-06,15.47,20.4,"iceland"
"ofan Ullarfossbrúar.23","1318","V324","ofan Ullarfossbrúar",2004-04-25,15.86,24.1,"iceland"
"ofan Ullarfossbrúar.24","1319","V324","ofan Ullarfossbrúar",2004-07-04,15.34,21.9,"iceland"
"ofan Ullarfossbrúar.25","1320","V324","ofan Ullarfossbrúar",2004-07-26,15.32,21.5,"iceland"
"ofan Ullarfossbrúar.26","1321","V324","ofan Ullarfossbrúar",2004-10-16,15.27,20.2,"iceland"
"ofan Ullarfossbrúar.27","1322","V324","ofan Ullarfossbrúar",2005-04-08,14.97,19.6,"iceland"
"ofan Ullarfossbrúar.28","1323","V324","ofan Ullarfossbrúar",2005-08-05,14.79,17.8,"iceland"
"ofan Ullarfossbrúar.29","1324","V324","ofan Ullarfossbrúar",2006-02-24,15.4,20.9,"iceland"
"ofan Ullarfossbrúar.30","1325","V324","ofan Ullarfossbrúar",2006-07-06,15.2,20.8,"iceland"
"ofan Ullarfossbrúar.31","1326","V324","ofan Ullarfossbrúar",2006-08-24,15.3,19.6,"iceland"
"ofan Ullarfossbrúar.32","1327","V324","ofan Ullarfossbrúar",2007-01-04,15.8,21.5,"iceland"
"ofan Ullarfossbrúar.33","1328","V324","ofan Ullarfossbrúar",2007-07-06,14.9,19.7,"iceland"
"ofan Ullarfossbrúar.34","1329","V324","ofan Ullarfossbrúar",2007-08-17,15,19.5,"iceland"
"ofan Ullarfossbrúar.35","1330","V324","ofan Ullarfossbrúar",2008-04-06,14.6,18.5,"iceland"
"ofan Ullarfossbrúar.36","1331","V324","ofan Ullarfossbrúar",2008-06-04,15.8,24.4,"iceland"
"ofan Ullarfossbrúar.37","1332","V324","ofan Ullarfossbrúar",2008-06-28,15.5,23.1,"iceland"
"ofan Ullarfossbrúar.38","1333","V324","ofan Ullarfossbrúar",2008-11-14,15.4,20.7,"iceland"
"ofan Ullarfossbrúar.39","1334","V324","ofan Ullarfossbrúar",2009-06-18,15.9,24.6,"iceland"
"ofan Ullarfossbrúar.40","1335","V324","ofan Ullarfossbrúar",2009-07-21,15.6,22.9,"iceland"
"ofan Ullarfossbrúar.41","1336","V324","ofan Ullarfossbrúar",2009-10-28,15.5,23.3,"iceland"
"ofan Ullarfossbrúar.42","1337","V324","ofan Ullarfossbrúar",2010-06-08,15.4,22.8,"iceland"
"ofan Ullarfossbrúar.43","1338","V324","ofan Ullarfossbrúar",2010-07-28,15.4,20.7,"iceland"
"ofan Ullarfossbrúar.44","1339","V324","ofan Ullarfossbrúar",2011-05-05,15.44,24.1,"iceland"
"ofan Ullarfossbrúar.45","1340","V324","ofan Ullarfossbrúar",2011-06-28,15.42,23.5,"iceland"
"ofan Ullarfossbrúar.46","1341","V324","ofan Ullarfossbrúar",2011-07-14,15.2,21.8,"iceland"
"ofan Ullarfossbrúar.47","1342","V324","ofan Ullarfossbrúar",2011-09-20,15.59,23.7,"iceland"
"ofan Ullarfossbrúar.48","1343","V324","ofan Ullarfossbrúar",2012-06-27,15.36,21.9,"iceland"
"ofan Ullarfossbrúar.49","1344","V324","ofan Ullarfossbrúar",2012-08-29,15.26,20.6,"iceland"
"ofan Ullarfossbrúar.50","1345","V324","ofan Ullarfossbrúar",2012-10-11,15.65,23.6,"iceland"
"ofan Ullarfossbrúar.51","1346","V324","ofan Ullarfossbrúar",2013-06-04,16.67,31.4,"iceland"
"ofan Ullarfossbrúar.52","1347","V324","ofan Ullarfossbrúar",2013-07-10,15.75,24.2,"iceland"
"ofan Ullarfossbrúar.53","1348","V324","ofan Ullarfossbrúar",2013-08-01,15.74,23.3,"iceland"
"ofan Ullarfossbrúar.54","1349","V324","ofan Ullarfossbrúar",2014-05-13,15.94,25.2,"iceland"
"ofan Ullarfossbrúar.55","1350","V324","ofan Ullarfossbrúar",2014-06-02,16.85,30.7,"iceland"
"ofan Ullarfossbrúar.56","1351","V324","ofan Ullarfossbrúar",2014-08-12,16.37,26.9,"iceland"
"ofan Ullarfossbrúar.57","1352","V324","ofan Ullarfossbrúar",2015-05-12,15.92,26.2,"iceland"
"ofan Ullarfossbrúar.58","1353","V324","ofan Ullarfossbrúar",2015-07-15,16.12,27,"iceland"
"ofan Ullarfossbrúar.59","1354","V324","ofan Ullarfossbrúar",2015-08-13,16.18,26.9,"iceland"
"ofan Ullarfossbrúar.60","1355","V324","ofan Ullarfossbrúar",2015-11-03,16.59,28.3,"iceland"
"ofan Ullarfossbrúar.61","1356","V324","ofan Ullarfossbrúar",2016-05-27,17.12,32.9,"iceland"
"ofan Ullarfossbrúar.62","1357","V324","ofan Ullarfossbrúar",2016-09-13,16.85,29.5,"iceland"
"ofan Ullarfossbrúar.63","1358","V324","ofan Ullarfossbrúar",2017-07-04,16.29,26.2,"iceland"
"ofan Ullarfossbrúar.64","1359","V324","ofan Ullarfossbrúar",2017-08-09,16.22,25.9,"iceland"
"ofan Ullarfossbrúar.65","1360","V324","ofan Ullarfossbrúar",2017-08-29,16.33,25.6,"iceland"
"ofan Ullarfossbrúar.66","1361","V324","ofan Ullarfossbrúar",2018-06-19,15.69,23,"iceland"
"ofan Ullarfossbrúar.67","1362","V324","ofan Ullarfossbrúar",2018-09-05,15.92,23.6,"iceland"
"ofan Ullarfossbrúar.68","1363","V324","ofan Ullarfossbrúar",2018-09-18,15.95,25.2,"iceland"
